time,tvlusd,tvleth,dai,token
2020-05-21,458023606,2177228.7208252125,11790774.694731107,maker
2020-05-20,453800984,2123144.867596145,11752227.042202251,maker
2020-05-19,453861822,2118968.308511135,10544953.041856607,maker
2020-05-18,436893108,2115192.970225127,11209061.798121741,maker
2020-05-17,424976043,2116309.162890294,11497940.473860191,maker
2020-05-16,413474863,2119188.4731689813,11853253.398794737,maker
2020-05-15,429386426,2116872.5399329523,11977677.090285672,maker
2020-05-14,423672683,2116881.597881483,11948271.649824655,maker
2020-05-13,422388560,2202119.5975183775,13996451.826713925,maker
2020-05-12,422520162,2261400.995504175,14993961.719788296,maker
2020-05-11,437671113,2323465.0581302755,14343274.053514114,maker
2020-05-10,477401029,2280614.479529929,14697423.877546264,maker
2020-05-09,480169493,2277843.894686907,14742877.568293396,maker
2020-05-08,480969511,2278072.803486004,15035217.123684486,maker
2020-05-07,454734880,2288204.4985658936,15513391.138694495,maker
2020-05-06,469837803,2288765.6030787216,16297908.224469109,maker
2020-05-05,470744111,2273467.164107022,15736277.192187278,maker
2020-05-04,473162855,2248552.273915316,16467771.941537926,maker
2020-05-03,476038099,2232195.906405327,16317591.831799328,maker
2020-05-02,457232101,2149657.268453221,9174261.376148062,maker
2020-05-01,447483328,2164159.829762538,9350092.848662203,maker
2020-04-30,476885719,2220241.7198193586,9700201.371587068,maker
2020-04-29,433923806,2211189.3905421933,9621572.433145339,maker
2020-04-28,434123506,2213334.8934434587,9624052.387550108,maker
2020-04-27,437940499,2228818.255381953,9779167.894802194,maker
2020-04-26,436107370,2245198.5687808897,11898294.849130327,maker
2020-04-25,420940483,2247173.1956011103,12066598.545224458,maker
2020-04-24,408022425,2204811.547606182,12471871.37409859,maker
2020-04-23,412056194,2240653.583469277,12518981.77707282,maker
2020-04-22,388573563,2240133.535108959,12168076.377097243,maker
2020-04-21,387637132,2234992.6891143913,11340487.988756256,maker
2020-04-20,404791019,2221197.426470588,13980869.879764857,maker
2020-04-19,408631844,2159445.352216879,14040202.834826231,maker
2020-04-18,370939727,2148133.6981700254,14897944.019281752,maker
2020-04-17,373525792,2152142.1525697163,15543095.596037611,maker
2020-04-16,337194678,2156803.6203146987,16025004.709999306,maker
2020-04-15,348587775,2160846.6092239027,16607652.65858871,maker
2020-04-14,340936654,2165364.585582725,17062663.928808477,maker
2020-04-13,345639851,2167564.599272545,17297213.90564664,maker
2020-04-12,347011250,2171942.4798147334,17274577.581921123,maker
2020-04-11,344027630,2173263.613392293,17390184.248054646,maker
2020-04-10,365262208,2145572.1804511277,18683917.47018434,maker
2020-04-09,370906051,2140007.2178629125,19097593.05172444,maker
2020-04-08,362152315,2194064.673452078,20728696.778001435,maker
2020-04-07,400207929,2332485.8899638653,27103033.796565164,maker
2020-04-06,353340545,2456483.2105116798,28523931.229738265,maker
2020-04-05,356553301,2460345.714877174,28266178.814506292,maker
2020-04-04,348485231,2458796.52155507,27551712.500251945,maker
2020-04-03,349949069,2466862.181023544,27087882.816601932,maker
2020-04-02,338343484,2479251.732981608,27128596.97459218,maker
2020-04-01,334254838,2485350.8662354075,27300923.684538055,maker
2020-03-31,301928426,2271163.1262223558,3421536.1072490164,maker
2020-03-30,312934181,2479079.3076130874,26837783.581637274,maker
2020-03-29,324933317,2452882.290329886,27068911.161337383,maker
2020-03-28,323643059,2431760.9061537306,27573696.891523596,maker
2020-03-27,337386294,2405949.468729944,27999003.42515263,maker
2020-03-26,320803420,2335323.7242483804,21877673.212359857,maker
2020-03-25,334022322,2387579.14224446,29481666.185707644,maker
2020-03-24,327909699,2385491.7721518986,29964355.299275868,maker
2020-03-23,299261074,2412034.1258966713,28616693.205823507,maker
2020-03-22,331331295,2480395.979937116,28840806.1312424,maker
2020-03-21,320138942,2389453.2168980446,27614267.0893466,maker
2020-03-20,326757584,2377110.315728212,28125886.07902886,maker
2020-03-19,294250969,2456390.0909925704,29419619.394942697,maker
2020-03-18,285391459,2446981.5570607907,30337996.271059304,maker
2020-03-17,284731367,2537034.3669250645,32758556.806110706,maker
2020-03-16,320091839,2538598.1362518836,39191303.558061354,maker
2020-03-15,319072323,2571297.6307518734,41061783.119735576,maker
2020-03-14,358187381,2634311.840847246,42272132.85231885,maker
2020-03-13,310466785,2839981.5678741313,53979539.46272277,maker
2020-03-12,505610307,2570202.8619357464,71216100.58504426,maker
2020-03-11,522593801,2585689.9757557763,74571948.51796432,maker
2020-03-10,528948671,2593648.4799450818,73444616.15233742,maker
2020-03-09,500462507,2483684.8982630274,76643972.67071766,maker
2020-03-08,584323979,2428611.7165419785,76817430.7151386,maker
2020-03-07,595335117,2409288.211250506,76178461.4696505,maker
2020-03-06,548691272,2385199.4087984697,75030850.34015562,maker
2020-03-05,545346422,2396916.4117440223,74688286.62226751,maker
2020-03-04,539340162,2388786.2609619983,73378177.14386584,maker
2020-03-03,556523217,2375157.7696214416,71885464.09805949,maker
2020-03-02,526676157,2381749.002849003,69748329.56276841,maker
2020-03-01,538727140,2421027.9525435916,71227010.69198944,maker
2020-02-29,552998084,2406536.768353714,71012810.75470416,maker
2020-02-28,554721149,2410782.9161234247,71404519.01494145,maker
2020-02-27,545357650,2421981.8359461743,74169156.07948053,maker
2020-02-26,589347619,2372383.9425167055,76416119.29526927,maker
2020-02-25,620932517,2323501.4107169583,71375217.21490449,maker
2020-02-24,636023943,2309706.73275956,71159601.87055343,maker
2020-02-23,611629976,2309170.4458791106,70628387.84781837,maker
2020-02-22,615653759,2306942.552553678,70031835.1764389,maker
2020-02-21,597333011,2309604.4967714497,70235363.06149964,maker
2020-02-20,606663218,2335655.724955725,69797860.36572321,maker
2020-02-19,726519526,2572661.211048159,70802072.08909015,maker
2020-02-18,705157315,2634329.47922893,74159124.0634531,maker
2020-02-17,694480352,2679425.718584822,73609306.7670482,maker
2020-02-16,704586122,2660421.847152998,72554257.29002312,maker
2020-02-15,764067133,2676429.637802998,71070606.06103851,maker
2020-02-14,720216017,2685669.601372264,70085039.48287149,maker
2020-02-13,713953340,2686661.172574697,66649161.41314778,maker
2020-02-12,646402434,2726401.0881943568,64222605.4769982,maker
2020-02-11,607800335,2729969.1654689186,63124992.11270343,maker
2020-02-10,621801528,2724809.5004382124,62666529.48335121,maker
2020-02-09,608769552,2730275.6065838453,61921928.56664716,maker
2020-02-08,609702651,2735441.926510835,61232892.024436705,maker
2020-02-07,583538078,2742061.359898501,57824889.75322335,maker
2020-02-06,561711357,2757136.194963923,56298164.294401385,maker
2020-02-05,526930338,2786664.2233856893,56019011.034168355,maker
2020-02-04,520914635,2746715.713155813,50780985.44544042,maker
2020-02-03,518343004,2751435.872392378,51433268.801664025,maker
2020-02-02,515918954,2811700.6594364815,51210977.451884866,maker
2020-02-01,505603495,2814067.4291757112,51100855.778109804,maker
2020-01-31,517144907,2805081.9429377303,50410409.47095207,maker
2020-01-30,490301771,2821718.295349908,49042472.769406065,maker
2020-01-29,495627993,2822482.875854214,48294583.751521885,maker
2020-01-28,474876519,2795035.426721601,45829827.258176595,maker
2020-01-27,467517444,2779863.503389226,43229814.38081305,maker
2020-01-26,449247074,2773986.2550169807,42138572.117840745,maker
2020-01-25,451042695,2760359.2105263155,40744208.87195988,maker
2020-01-24,448740781,2748289.9375306224,39142445.852357,maker
2020-01-23,463312614,2738901.714353275,38888373.42204223,maker
2020-01-22,462326434,2728072.425798076,38028794.12210986,maker
2020-01-21,453437651,2712109.8809737423,36975995.02299338,maker
2020-01-20,460030090,2749731.5600717273,43868042.22666958,maker
2020-01-19,473402958,2713999.6445565554,42980902.37157162,maker
2020-01-18,465773043,2742745.512896008,47817232.091779545,maker
2020-01-17,449270053,2731955.323806628,43199524.08029085,maker
2020-01-16,451437858,2715579.030317613,41727931.81053541,maker
2020-01-15,449745213,2711758.896593307,42217317.3027588,maker
2020-01-14,395397289,2739916.076501975,40761514.82294362,maker
2020-01-13,400337561,2723570.045581332,39019522.17610554,maker
2020-01-12,388427882,2716468.857962095,37956980.474830195,maker
2020-01-11,393601686,2708889.7866483135,37305397.3990504,maker
2020-01-10,374972123,2709336.1488439306,36082997.32583919,maker
2020-01-09,381111407,2703109.490034754,35816850.508750774,maker
