time,tvlusd,tvleth,category
2018-09-10,123685759,631081.9888769835,lending
2018-09-09,116485958,591990.435533872,lending
2018-09-08,115873338,538595.0450869201,lending
2018-09-07,113124951,492790.3423941453,lending
2018-09-06,116527277,510480.03241775086,lending
2018-09-05,143796210,504141.25442625245,lending
2018-09-04,144948557,501604.16998304316,lending
2018-09-03,147905561,501340.79384448513,lending
2018-09-02,147874307,500657.8649783315,lending
2018-09-01,140765731,499789.5650630215,lending
2018-08-31,142082671,500026.99630476866,lending
2018-08-30,144287471,499835.35178577615,lending
2018-08-29,147658500,499605.8196582642,lending
2018-08-28,143706423,498945.9863898341,lending
2018-08-27,136310700,496940.2114473204,lending
2018-08-26,137828550,496572.0925205361,lending
2018-08-25,139707152,496524.6899100828,lending
2018-08-24,135650509,491790.2657433927,lending
2018-08-23,131694911,487109.4503624796,lending
2018-08-22,135535408,482109.37288798776,lending
2018-08-21,129506891,478308.801152312,lending
2018-08-20,142706094,476290.28102262865,lending
2018-08-19,139997011,474807.5665592674,lending
2018-08-18,150487943,473873.2972258085,lending
2018-08-17,135959221,474055.8612273361,lending
2018-08-16,133272442,473874.42042383726,lending
2018-08-15,130869238,470228.299378391,lending
2018-08-14,132090826,465059.41625884594,lending
2018-08-13,138778002,436120.80701423594,lending
2018-08-12,137330226,431869.63740998146,lending
2018-08-11,135403296,408382.48280854145,lending
2018-08-10,145849421,401225.33355340984,lending
2018-08-09,139214942,391526.1186264308,lending
2018-08-08,134952295,357073.3317457798,lending
2018-08-07,144790817,357552.3323867144,lending
2018-08-06,145637794,356274.26488575764,lending
2018-08-05,144702145,355612.1623946327,lending
2018-08-04,148211569,354895.76409175806,lending
2018-08-03,144849379,352577.41401552956,lending
2018-08-02,147599621,351536.477957463,lending
2018-08-01,151178453,349974.4264648008,lending
2018-07-31,158773828,347761.1442088663,lending
2018-07-30,161801107,347063.7215787216,lending
2018-07-29,162969261,347816.15836090065,lending
2018-07-28,163255853,347582.1350252294,lending
2018-07-27,160169035,346663.71231305326,lending
2018-07-26,163301661,346469.90643498185,lending
2018-07-25,165953627,346212.7654691868,lending
2018-07-24,155555596,345963.5611502791,lending
2018-07-23,158077425,345411.1766633891,lending
2018-07-22,159124675,345142.8834808259,lending
2018-07-21,154773419,344829.82577310404,lending
2018-07-20,160907126,343341.7817134322,lending
2018-07-19,163583853,341489.78769596893,lending
2018-07-18,169759133,340157.7625936761,lending
2018-07-17,162613946,339621.0313067814,lending
2018-07-16,152249103,338617.2834838308,lending
2018-07-15,146674885,338163.15073546366,lending
2018-07-14,145474137,336387.4971095593,lending
2018-07-13,144713809,335833.02545775217,lending
2018-07-12,149418285,335326.8363293611,lending
2018-07-11,144266138,333416.85271210334,lending
2018-07-10,155948321,330763.38550945953,lending
2018-07-09,160580465,330283.35630103457,lending
2018-07-08,159554704,328423.49841505085,lending
2018-07-07,153890385,327475.12395463156,lending
2018-07-06,153522009,328354.20596727624,lending
2018-07-05,152994670,327478.4777071427,lending
2018-07-04,151109510,327225.6003811256,lending
2018-07-03,155285884,325833.82433169667,lending
2018-07-02,146445036,324022.1170015046,lending
2018-07-01,146839093,323854.9943759511,lending
2018-06-30,140414716,322599.6324036208,lending
2018-06-29,110810164,263394.7325885429,lending
2018-06-28,111603544,252639.6015846067,lending
2018-06-27,107156285,249264.4281095164,lending
2018-06-26,113807394,248049.0704213073,lending
2018-06-25,112778067,247727.76935749588,lending
2018-06-24,109479709,230882.17343624783,lending
2018-06-23,106858260,231214.86065431885,lending
2018-06-22,120773730,229721.40221402215,lending
2018-06-21,122773906,228987.4403163235,lending
2018-06-20,122428299,227371.7132509982,lending
2018-06-19,117361025,226727.63363792672,lending
2018-06-18,112436745,226303.729570888,lending
2018-06-17,112593063,226445.16109569205,lending
2018-06-16,110318369,226289.44842157085,lending
2018-06-15,117338718,225725.17553815668,lending
2018-06-14,107104462,224867.65064035272,lending
2018-06-13,109509152,221440.86708591998,lending
2018-06-12,115584700,217612.16228937212,lending
2018-06-11,113484801,216272.75170087474,lending
2018-06-10,128117095,215921.6229881183,lending
2018-06-09,129525456,216037.78834125595,lending
2018-06-08,130336433,215631.71365230624,lending
2018-06-07,130443831,215147.33795150917,lending
2018-06-06,130137438,213971.45346925352,lending
2018-06-05,126308158,213607.3430180447,lending
2018-06-04,131911828,213094.40253299518,lending
2018-06-03,125701924,212862.89265574992,lending
2018-06-02,122725201,211956.9627467574,lending
2018-06-01,122353528,211966.68225837187,lending
2018-05-31,116927883,209879.16965824238,lending
2018-05-30,118710852,209477.4166225516,lending
2018-05-29,101555507,198338.978184872,lending
2018-05-28,109359124,191979.36240432554,lending
2018-05-27,110594941,188805.89490576345,lending
2018-05-26,109781754,187734.92826239378,lending
2018-05-25,112389532,186489.11824245844,lending
2018-05-24,106793110,185080.17192076394,lending
2018-05-23,121859574,190072.95670077365,lending
2018-05-22,130876406,187843.79314799132,lending
2018-05-21,133981533,187347.455778508,lending
2018-05-20,130427089,187381.78148121544,lending
2018-05-19,129461462,186659.54698155916,lending
2018-05-18,124461623,186205.5070989363,lending
2018-05-17,130959734,185309.01501323032,lending
2018-05-16,130540565,184995.98237061393,lending
2018-05-15,134202962,184494.24946041434,lending
2018-05-14,134393483,184267.25944004167,lending
2018-05-13,125493564,183566.73687905917,lending
2018-05-12,123245281,181831.33815284746,lending
2018-05-11,130456345,180280.45409947072,lending
2018-05-10,134359487,178843.14161353442,lending
2018-05-09,132981696,177832.942403616,lending
2018-05-08,131407543,174653.49486303647,lending
2018-05-07,136946199,173264.0835536887,lending
2018-05-06,140987452,172653.9046522735,lending
2018-05-05,135688800,173030.51556383018,lending
2018-05-04,134329607,172709.0012599964,lending
2018-05-03,119568477,174110.25570084748,lending
2018-05-02,116718211,173995.93178396267,lending
2018-05-01,117070334,174721.41066205004,lending
2018-04-30,122075199,177097.6759368064,lending
2018-04-29,120779492,176831.55983719364,lending
2018-04-28,113112968,175881.5897499689,lending
2018-04-27,110401997,166919.15302157513,lending
2018-04-26,102248528,165552.48858521422,lending
2018-04-25,113612617,161519.21666192779,lending
2018-04-24,104270107,161877.42691692672,lending
2018-04-23,101516839,163386.34702975873,lending
2018-04-22,99075555,163715.24530297273,lending
2018-04-21,100636891,163061.8646402126,lending
2018-04-20,92131363,162417.5636844425,lending
2018-04-19,85105842,161865.87926509188,lending
2018-04-18,79851246,158740.52442200267,lending
2018-04-17,80768224,157852.1781617058,lending
2018-04-16,83572112,156455.20443312867,lending
2018-04-15,78503607,156135.97525806003,lending
2018-04-14,77154044,155879.35186681754,lending
2018-04-13,75788629,153433.80706549247,lending
2018-04-12,62964438,146296.23829549944,lending
2018-04-11,59709438,143653.16492241068,lending
2018-04-10,56577256,141790.52679063706,lending
2018-04-09,55980569,139699.9625673787,lending
2018-04-08,53318482,138496.75827315703,lending
2018-04-07,51370854,138708.9347914135,lending
2018-04-06,52570548,137824.8905434811,lending
2018-04-05,51684598,136497.02363660373,lending
2018-04-04,56060688,134783.94922222488,lending
2018-04-03,51728100,134470.4689612145,lending
2018-04-02,49408695,130417.56631912365,lending
2018-04-01,50014192,126917.02489405435,lending
2018-03-31,50857961,129136.83822969302,lending
2018-03-30,44415394,115677.13824356704,lending
2018-03-29,47381630,106253.51512569237,lending
2018-03-28,46763513,104201.41940371675,lending
2018-03-27,49153918,101110.62245443699,lending
2018-03-26,51903960,99248.44637359695,lending
2018-03-25,51533602,99070.69227367977,lending
2018-03-24,53821634,98965.93483377463,lending
2018-03-23,53242672,98617.62951712386,lending
2018-03-22,54819546,97907.7816077584,lending
2018-03-21,54184958,97180.54773391681,lending
2018-03-20,53549182,96389.49149491495,lending
2018-03-19,49646854,92386.86590494621,lending
2018-03-18,52580308,95637.07597446298,lending
2018-03-17,56639904,94316.52706775682,lending
2018-03-16,56241897,92100.18177054335,lending
2018-03-15,53955302,87996.90450950012,lending
2018-03-14,57724978,83664.23850658009,lending
2018-03-13,58347958,83712.99569583932,lending
2018-03-12,59920266,83179.84646778739,lending
2018-03-11,56012185,82093.19214421809,lending
2018-03-10,59413054,81750.58341130496,lending
2018-03-09,56995058,81557.82951504657,lending
2018-03-08,62164474,82761.2716839961,lending
2018-03-07,65697637,80546.35811929137,lending
2018-03-06,68355730,80459.20877620442,lending
2018-03-05,69634555,80509.8217176155,lending
2018-03-04,68631561,80209.85332787939,lending
2018-03-03,68568645,80141.00631136044,lending
2018-03-02,68913354,79225.32189828013,lending
2018-03-01,67861854,79696.83382266588,lending
2018-02-28,68499277,78591.16901295334,lending
2018-02-27,67804094,78149.52859546806,lending
2018-02-26,62911668,74869.88622840006,lending
2018-02-25,60925577,73096.95017336741,lending
2018-02-24,62316468,72910.34047034047,lending
2018-02-23,57727468,71745.89925553995,lending
2018-02-22,60337310,71813.88733500756,lending
2018-02-21,63315672,71501.12024573132,lending
2018-02-20,67097585,71396.35982506731,lending
2018-02-19,65413835,71576.57840026262,lending
2018-02-18,69573571,71373.61353331008,lending
2018-02-17,67580212,72053.27959740703,lending
2018-02-16,66744082,71926.37749878765,lending
2018-02-15,60356395,65596.9340622317,lending
2018-02-14,54141957,64378.83565797453,lending
2018-02-13,54751778,63276.3706545858,lending
2018-02-12,50810778,62638.87717741041,lending
2018-02-11,52493275,61684.94929435128,lending
2018-02-10,53485173,60940.65241665338,lending
2018-02-09,43446862,53404.04646303239,lending
2018-02-08,40003708,53206.325645731915,lending
2018-02-07,41310648,52614.305364511696,lending
2018-02-06,34472007,49596.44198259118,lending
2018-02-05,35787994,43309.042282837574,lending
2018-02-04,40362907,41573.95634842976,lending
2018-02-03,37483666,40855.467753714016,lending
2018-02-02,39840808,38824.00725011937,lending
2018-02-01,42563260,38300.7675764202,lending
2018-01-31,40799294,38353.491826240635,lending
2018-01-30,44334427,37894.615963211785,lending
2018-01-29,45743460,37142.395478941515,lending
2018-01-28,41189194,37138.163162260615,lending
2018-01-27,38940603,37136.511281924126,lending
2018-01-26,38795638,37076.405095711845,lending
2018-01-25,39966586,37647.14537353643,lending
2018-01-24,36899711,37481.4226799935,lending
2018-01-23,37032274,37041.5343835959,lending
2018-01-22,38511645,36709.572105348445,lending
2018-01-21,41833858,36361.45849630595,lending
2018-01-20,37567835,36214.84826868204,lending
2018-01-19,36785883,36314.87901912199,lending
2018-01-18,37226983,36322.551468435944,lending
2018-01-17,33626966,32017.753699084038,lending
2018-01-16,41437425,32405.900523969656,lending
2018-01-15,44042660,32399.07899189336,lending
2018-01-14,44832533,32369.59249685925,lending
2018-01-13,40605219,32199.2760058998,lending
2018-01-12,38007531,33359.838324614684,lending
2018-01-11,41691798,33381.2115680246,lending
2018-01-10,43666194,33869.71704259874,lending
2018-01-09,38346735,33752.6603937999,lending
2018-01-08,37440773,33496.55379109819,lending
2018-01-07,33570675,33356.85754314842,lending
2018-01-06,31303741,32367.66618758595,lending
2018-01-05,30806805,32605.65921911878,lending
2018-01-04,27178901,28882.99787460149,lending
2018-01-03,23440218,27193.77472533847,lending
2018-01-02,20294331,26838.318103072063,lending
2018-01-01,19831931,26760.489279304806,lending
2017-12-31,18353968,26485.184490396685,lending
2017-12-30,19503672,26370.56787452677,lending
2017-12-29,18837350,26283.818666369,lending
2017-12-28,19482374,26330.02311029422,lending
2017-12-27,17761816,23574.293905287745,lending
2017-12-26,17246500,23849.46206820256,lending
2017-12-25,16046106,23734.034433794815,lending
2017-12-24,14470177,20658.695962537833,lending
2017-12-23,12387117,18830.84325261094,lending
2017-12-22,12349795,15644.732008259542,lending
2017-12-21,11334684,14183.069935057623,lending
2017-12-20,5070350,6240.430769230769,lending
2017-12-19,1906982,2425.6611165523996,lending
2017-12-18,0,0.0,lending
2021-04-24,20032820695,8635022.60609065,dexes
2021-04-23,20746523912,8627668.854926912,dexes
2021-04-22,20638520361,8745209.85813439,dexes
2021-04-21,20731651910,8883559.615376376,dexes
2021-04-20,20121306858,9294764.808758315,dexes
2021-04-19,20615837842,9179403.10346056,dexes
2021-04-18,21583941240,9282457.397946019,dexes
2021-04-17,21981464714,9049817.90987015,dexes
2021-04-16,22502852728,8943757.940255322,dexes
2021-04-15,21452128676,8819761.160721626,dexes
2021-04-14,20991578820,9128360.941033224,dexes
2021-04-13,20235036420,9463805.822790729,dexes
2021-04-12,20084614505,9344071.508990673,dexes
2021-04-11,20285445172,9509396.761672605,dexes
2021-04-10,19988414322,9672125.385657603,dexes
2021-04-09,20223955172,9722354.239838473,dexes
2021-04-08,19376187218,9879307.60774796,dexes
2021-04-07,20447730386,9680361.307396239,dexes
2021-04-06,20514869031,9748467.050778838,dexes
2021-04-05,20340300916,9806429.970397942,dexes
2021-04-04,19728625130,9813283.490847593,dexes
2021-04-03,19397842365,9082832.644241124,dexes
2021-04-02,18521070896,9410396.004369585,dexes
2021-04-01,18251317669,9520125.223119974,dexes
2021-03-31,18061788642,9812403.171602262,dexes
2021-03-30,17739552563,9762562.63441748,dexes
2021-03-29,16656632938,9875630.210359056,dexes
2021-03-28,16678001386,9734999.64160635,dexes
2021-03-27,16410251895,9658031.989900712,dexes
2021-03-26,15538712568,9782557.757757759,dexes
2021-03-25,15447089394,9749303.783695083,dexes
2021-03-24,16229415479,9716467.388493087,dexes
2021-03-23,16509924873,9795210.276414853,dexes
2021-03-22,17267466754,9673650.84257703,dexes
2021-03-21,17748788039,9836011.703713557,dexes
2021-03-20,17251307240,9530635.07339414,dexes
2021-03-19,16957276441,9544254.202172566,dexes
2021-03-18,17170098327,9415650.79870803,dexes
2021-03-17,16850599268,9336132.744559195,dexes
2021-03-16,16659303926,9297887.475233434,dexes
2021-03-15,17129573951,9263635.648849184,dexes
2021-03-14,17425396694,9067934.688418807,dexes
2021-03-13,16213619176,9176360.257854195,dexes
2021-03-12,15551175768,8512283.455671052,dexes
2021-03-11,15488496116,8620668.300800927,dexes
2021-03-10,15720130328,8403520.857879037,dexes
2021-03-09,15358568847,8388443.431171213,dexes
2021-03-08,14443663628,8372750.03362163,dexes
2021-03-07,16225847204,9825450.496242603,dexes
2021-03-06,15602897247,10204708.498420525,dexes
2021-03-05,15492228128,10061456.413986597,dexes
2021-03-04,15753167368,10024988.938455759,dexes
2021-03-03,14993034507,10060751.220936082,dexes
2021-03-02,15180572314,9665091.308112513,dexes
2021-03-01,14058851791,9902273.47650307,dexes
2021-02-28,14522791068,9939968.562335307,dexes
2021-02-27,14252991235,9862092.00957633,dexes
2021-02-26,14512884838,9833510.521323161,dexes
2021-02-25,15333816253,9437298.055157218,dexes
2021-02-24,14714548390,9332497.234730765,dexes
2021-02-23,16674160950,9371086.117168356,dexes
2021-02-22,17541153881,9054106.278614823,dexes
2021-02-21,17184760706,8949324.146586606,dexes
2021-02-20,17103992875,8736466.936872054,dexes
2021-02-19,16907409667,8709144.027836446,dexes
2021-02-18,16773798697,9059817.27672905,dexes
2021-02-17,16416803623,9207095.455565153,dexes
2021-02-16,16280362518,9148635.33160255,dexes
2021-02-15,16413337696,9095731.082676183,dexes
2021-02-14,16440460998,9047885.85784651,dexes
2021-02-13,16581436334,8982846.488975566,dexes
2021-02-12,16129234779,9020875.272792354,dexes
2021-02-11,15342128818,8799816.926112443,dexes
2021-02-10,15539976566,8761777.710996218,dexes
2021-02-09,15103010093,8631869.880778197,dexes
2021-02-08,13911654738,8614774.493144916,dexes
2021-02-07,14074174558,8380777.304179023,dexes
2021-02-06,14147697344,8225022.873354728,dexes
2021-02-05,13194143320,8255988.76186543,dexes
2021-02-04,13041016702,7836395.96072493,dexes
2021-02-03,12068168413,7969943.675580004,dexes
2021-02-02,11366586161,8265405.876236184,dexes
2021-02-01,10819026777,8232906.261985207,dexes
2021-01-31,10998671608,7981561.532935174,dexes
2021-01-30,10669188451,7731464.054291034,dexes
2021-01-29,10345642459,7777333.5881764805,dexes
2021-01-28,9556768154,7655765.117639049,dexes
2021-01-27,10034376499,7349307.136631634,dexes
2021-01-26,9918241419,7513193.1573884,dexes
2021-01-25,9929233946,7162967.519604095,dexes
2021-01-24,9219719492,7473408.198302625,dexes
2021-01-23,9067189016,7329509.0180101525,dexes
2021-01-22,8298193602,7434524.850157234,dexes
2021-01-21,9441377749,6853745.96130812,dexes
2021-01-20,9115789683,6643435.253434392,dexes
2021-01-19,9136039247,7260563.173621763,dexes
2021-01-18,8882563327,7206129.386519988,dexes
2021-01-17,8664231259,7045866.241898364,dexes
2021-01-16,8363880629,7133921.263892324,dexes
2021-01-15,8454751172,6898458.854438642,dexes
2021-01-14,8053953939,7126383.82087492,dexes
2021-01-13,7405999441,7055281.40248259,dexes
2021-01-12,7470346392,6867894.671422793,dexes
2021-01-11,8270298499,6580755.366265099,dexes
2021-01-10,8377446272,6547949.2512115035,dexes
2021-01-09,7882677533,6477670.747801791,dexes
2021-01-08,7749135784,6293612.111072307,dexes
2021-01-07,7622436602,6303128.727952304,dexes
2021-01-06,7141979490,6489817.708475316,dexes
2021-01-05,6537068922,6310643.049387959,dexes
2021-01-04,6321798785,6483962.691925045,dexes
2021-01-03,5679784998,7362861.510740073,dexes
2021-01-02,5447222264,7467984.074800181,dexes
2021-01-01,5425757556,7358456.033091475,dexes
2020-12-31,5300313419,7047164.573472319,dexes
2020-12-30,5669095831,7750807.786224057,dexes
2020-12-29,5486077035,7523934.766508949,dexes
2020-12-28,5353801852,7837622.936948279,dexes
2020-12-27,5302330236,8341062.838805078,dexes
2020-12-26,5189609666,8289846.436216095,dexes
2020-12-25,5035836800,8223116.917047681,dexes
2020-12-24,4872548291,7525636.0099465605,dexes
2020-12-23,5069420819,8057058.788283348,dexes
2020-12-22,4966278701,8191935.043877012,dexes
2020-12-21,5058904386,7998647.186427814,dexes
2020-12-20,5095880281,7841142.779547308,dexes
2020-12-19,4972183732,7740494.0095896395,dexes
2020-12-18,4959948207,7756342.294400049,dexes
2020-12-17,4938745916,7811134.350831133,dexes
2020-12-16,4891683316,8326978.153034299,dexes
2020-12-15,4800231247,8202999.499299362,dexes
2020-12-14,4774555022,8090820.548363045,dexes
2020-12-13,4640718250,8134760.64016267,dexes
2020-12-12,4512649623,8263715.248681511,dexes
2020-12-11,4588815966,8173297.1751211155,dexes
2020-12-10,4661324092,8137076.18399232,dexes
2020-12-09,4583674628,8210939.072800229,dexes
2020-12-08,4789916948,8111354.311454311,dexes
2020-12-07,4631261167,7778664.3269844465,dexes
2020-12-06,4590773845,7730527.650079986,dexes
2020-12-05,4364063601,7644048.275560072,dexes
2020-12-04,4558855972,7432230.672166159,dexes
2020-12-03,4411869275,7417773.719252821,dexes
2020-12-02,4198945932,7171310.855308102,dexes
2020-12-01,4309991413,7028802.513087297,dexes
2020-11-30,4102216470,7087695.618369674,dexes
2020-11-29,3984022084,7380415.486930586,dexes
2020-11-28,3847561591,7355448.567168173,dexes
2020-11-27,3745433077,7216355.972794883,dexes
2020-11-26,3964697129,6944522.129582597,dexes
2020-11-25,4097958718,6814825.001247235,dexes
2020-11-24,4188582342,6917902.360149966,dexes
2020-11-23,4531459944,8089870.289570464,dexes
2020-11-22,4519885845,8242251.440606879,dexes
2020-11-21,4469313388,8869973.183559252,dexes
2020-11-20,4290375749,9145972.604988275,dexes
2020-11-19,4345914408,9113606.52602441,dexes
2020-11-18,4354666486,9122586.123389546,dexes
2020-11-17,4924087031,10796068.912519185,dexes
2020-11-16,4930468895,11073235.6263756,dexes
2020-11-15,5014732843,10941314.867017215,dexes
2020-11-14,5079011789,10717249.66554831,dexes
2020-11-13,4951650157,10730632.044641891,dexes
2020-11-12,4979564360,10764065.541168587,dexes
2020-11-11,4881219655,10905560.12198664,dexes
2020-11-10,4798518993,10819903.476966785,dexes
2020-11-09,4650901908,10285737.461574186,dexes
2020-11-08,4520270991,10366880.698575785,dexes
2020-11-07,4653737451,10218561.879144525,dexes
2020-11-06,4531068907,10964739.393572742,dexes
2020-11-05,4447641393,11139990.965560425,dexes
2020-11-04,4367797293,11339037.624610592,dexes
2020-11-03,4371982703,11393382.594532613,dexes
2020-11-02,4501233808,11453521.13994911,dexes
2020-11-01,4477247376,11616239.981319563,dexes
2020-10-31,4387041977,11514848.098375285,dexes
2020-10-30,4434064646,11523336.484835884,dexes
2020-10-29,4473218364,11528021.967373658,dexes
2020-10-28,4538001926,11311071.600199401,dexes
2020-10-27,4394725102,11175113.41606062,dexes
2020-10-26,4689077085,11547175.642730497,dexes
2020-10-25,4658713102,11382704.021696638,dexes
2020-10-24,4564299077,11177419.069425737,dexes
2020-10-23,4698748457,11384005.952755906,dexes
2020-10-22,4748504059,12205382.493252795,dexes
2020-10-21,4800901668,13082901.863963375,dexes
2020-10-20,4920457420,13031562.635732826,dexes
2020-10-19,4973234005,13202107.7913459,dexes
2020-10-18,4989704407,13539479.572897729,dexes
2020-10-17,4988326287,13653181.210313115,dexes
2020-10-16,5107330804,13666561.783200879,dexes
2020-10-15,5163226402,13688299.050901378,dexes
2020-10-14,5129628854,13500444.399410466,dexes
2020-10-13,5225853939,13590944.160099868,dexes
2020-10-12,5210436485,13948431.227412662,dexes
2020-10-11,5093720767,13764580.789601685,dexes
2020-10-10,4989118015,13668067.544244152,dexes
2020-10-09,4805340933,13685361.356192864,dexes
2020-10-08,4644551271,13609609.02218185,dexes
2020-10-07,4729035662,13849051.635575598,dexes
2020-10-06,4980769797,14140674.550719697,dexes
2020-10-05,4871861608,13808740.137751197,dexes
2020-10-04,4876233688,14039195.255232774,dexes
2020-10-03,4755613761,13706913.852140076,dexes
2020-10-02,4761038332,13438252.087273138,dexes
2020-10-01,4702934423,13019584.804274403,dexes
2020-09-30,4716664379,13091299.727996891,dexes
2020-09-29,4754060639,13383426.155621866,dexes
2020-09-28,4737533390,13229268.632543074,dexes
2020-09-27,4848986701,13615012.497543171,dexes
2020-09-26,4734711031,13342100.011271734,dexes
2020-09-25,4672659123,13330649.101335159,dexes
2020-09-24,4550660508,13963364.553544031,dexes
2020-09-23,4488958081,12957389.680752799,dexes
2020-09-22,4507161675,13168823.920411384,dexes
2020-09-21,4704158354,12639471.100005375,dexes
2020-09-20,4912009898,12736302.792542847,dexes
2020-09-19,5174209542,13430086.80146391,dexes
2020-09-18,5185035552,13322633.037847836,dexes
2020-09-17,4422368271,12103807.841366287,dexes
2020-09-16,4506740715,12344867.326814035,dexes
2020-09-15,4666999072,12335136.968415488,dexes
2020-09-14,4590658205,12429019.101123596,dexes
2020-09-13,4639578880,11883254.05322337,dexes
2020-09-12,4547089936,12078868.205604995,dexes
2020-09-11,4406833380,11884343.410371888,dexes
2020-09-10,3993165100,11280764.73247076,dexes
2020-09-09,3703203328,10932933.774208784,dexes
2020-09-08,3752517004,10627349.204191444,dexes
2020-09-07,3579828544,10068141.928225897,dexes
2020-09-06,3309719656,9794678.038530968,dexes
2020-09-05,3691735413,9499846.666323563,dexes
2020-09-04,3570397477,9203241.337801263,dexes
2020-09-03,3719898560,8439162.775925044,dexes
2020-09-02,3681223442,7776958.787366641,dexes
2020-09-01,3069268278,7071557.906135522,dexes
2020-08-31,2830139381,6602602.139324375,dexes
2020-08-30,2534876219,6313514.866749688,dexes
2020-08-29,2318739551,5841389.472225721,dexes
2020-08-28,2034511507,5293244.63263607,dexes
2020-08-27,2033529045,5232962.030365414,dexes
2020-08-26,1868238489,4838993.185350187,dexes
2020-08-25,1772369151,4336177.401281988,dexes
2020-08-24,1825369371,4662263.411830813,dexes
2020-08-23,1787493052,4520263.635444062,dexes
2020-08-22,1704485295,4389609.309812001,dexes
2020-08-21,1692073756,4067289.447622711,dexes
2020-08-20,1583482574,3885370.074837444,dexes
2020-08-19,1594460939,3757773.65369659,dexes
2020-08-18,1578803138,3663201.3225364857,dexes
2020-08-17,1557826896,3638167.3929797523,dexes
2020-08-16,1469033745,3405270.61891516,dexes
2020-08-15,1345692942,3089356.830964898,dexes
2020-08-14,901109466,2138878.3906954667,dexes
2020-08-13,766720948,1978175.257359581,dexes
2020-08-12,781628027,2059191.8093682493,dexes
2020-08-11,838340975,2121415.494205172,dexes
2020-08-10,871758501,2236310.3509311993,dexes
2020-08-09,810307173,2058341.181700409,dexes
2020-08-08,780418725,2057306.7037486162,dexes
2020-08-07,787416213,2000905.1736843442,dexes
2020-08-06,767593046,1923020.9590139291,dexes
2020-08-05,745246905,1916442.268624476,dexes
2020-08-04,736066838,1904097.1570478827,dexes
2020-08-03,775254578,2086373.2655148287,dexes
2020-08-02,790028461,2042314.3525579711,dexes
2020-08-01,755302719,2179994.5709585245,dexes
2020-07-31,739120727,2209298.2424151846,dexes
2020-07-30,674601180,2117724.6272170777,dexes
2020-07-29,627000304,1983487.722628199,dexes
2020-07-28,675097931,2106389.8003120124,dexes
2020-07-27,769032284,2480829.3299783864,dexes
2020-07-26,1076249347,3566219.381026541,dexes
2020-07-25,1005657031,3616040.5271295533,dexes
2020-07-24,960948511,3501616.1170425974,dexes
2020-07-23,849409747,3234491.2493812116,dexes
2020-07-22,729527430,2979608.846593694,dexes
2020-07-21,700472962,2960578.875739645,dexes
2020-07-20,521525794,2190456.5248435466,dexes
2020-07-19,429729205,1819036.5941415508,dexes
2020-07-18,383303819,1653525.8142444242,dexes
2020-07-17,372826998,1588458.0887052105,dexes
2020-07-16,375796476,1574346.3594470047,dexes
2020-07-15,367939241,1531038.7857856192,dexes
2020-07-14,364639961,1519143.2779235928,dexes
2020-07-13,368036698,1518929.830788279,dexes
2020-07-12,361772436,1509901.652754591,dexes
2020-07-11,354485293,1468334.408913926,dexes
2020-07-10,353616615,1460923.8380499897,dexes
2020-07-09,351901266,1428982.6443596198,dexes
2020-07-08,338569800,1414124.9686742965,dexes
2020-07-07,336088251,1396179.1749750748,dexes
2020-07-06,318412258,1389233.237347295,dexes
2020-07-05,312543433,1350896.5810857536,dexes
2020-07-04,304212497,1339317.1480144404,dexes
2020-07-03,291615701,1281996.3116015298,dexes
2020-07-02,287396557,1234203.1993472471,dexes
2020-07-01,268622772,1182943.3327461686,dexes
2020-06-30,264453046,1159780.0456100341,dexes
2020-06-29,259404301,1145677.506404028,dexes
2020-06-28,257706176,1155684.9006681913,dexes
2020-06-27,247668172,1071553.5499502446,dexes
2020-06-26,236590566,1008055.2449936089,dexes
2020-06-25,205122368,869346.75990676,dexes
2020-06-24,183957972,756997.5391959179,dexes
2020-06-23,163210515,674814.0039692384,dexes
2020-06-22,156401100,680685.4680767724,dexes
2020-06-21,158066471,686976.709113825,dexes
2020-06-20,145279518,632062.292799652,dexes
2020-06-19,139854879,605248.9678452418,dexes
2020-06-18,135506287,581621.9718430768,dexes
2020-06-17,137936840,587040.2179001574,dexes
2020-06-16,140418202,608186.9455994456,dexes
2020-06-15,142106140,610710.1293566548,dexes
2020-06-14,144292932,607549.187368421,dexes
2020-06-13,143391018,601851.072402938,dexes
2020-06-12,138375305,599131.0400069276,dexes
2020-06-11,140287075,571178.1889988192,dexes
2020-06-10,136709928,560447.3742467101,dexes
2020-06-09,132718918,538938.1872817348,dexes
2020-06-08,133382943,547346.805367475,dexes
2020-06-07,150793669,625466.2947447011,dexes
2020-06-06,150414337,626256.711632942,dexes
2020-06-05,132644636,547778.7982655378,dexes
2020-06-04,109334964,450160.4249011858,dexes
2020-06-03,105380174,444229.7192479554,dexes
2020-06-02,107208369,439108.61765308207,dexes
2020-06-01,101600092,438782.5178147268,dexes
2020-05-31,103593711,425750.9082689462,dexes
2020-05-30,95312209,434184.62554664724,dexes
2020-05-29,93711617,428533.09401865734,dexes
2020-05-28,89335464,430615.3668176998,dexes
2020-05-27,86485318,425700.5217562512,dexes
2020-05-26,86857367,420576.05558783654,dexes
2020-05-25,84539648,410745.54465066566,dexes
2020-05-24,85138316,406407.5421261158,dexes
2020-05-23,82511608,394113.52693924337,dexes
2020-05-22,78631108,391063.3510717661,dexes
2020-05-21,80685641,383541.57436896896,dexes
2020-05-20,81110633,379482.70328436414,dexes
