time,tvlusd,tvleth,dai,token
2020-45,2273140020,4985393.499429775,329912360.5086362,maker
2020-45,2181008655,4872782.356621015,331907577.58420825,maker
2020-45,2159584951,4869523.441340278,318694579.77157885,maker
2020-45,2151240318,4757591.874737377,289003477.53003013,maker
2020-45,2102558741,4822050.64101094,287617880.84551585,maker
2020-44,2220667542,4876087.001010057,297908828.39171064,maker
2020-44,2094719854,5069015.230858581,283566926.9889314,maker
2020-44,2033198334,5092544.355666876,278863015.3548531,maker
2020-44,2014216002,5229013.504672897,287043829.48628014,maker
2020-44,2001638221,5216267.221744455,283186825.3704214,maker
2020-44,2012945618,5121999.0279898215,277375658.77873755,maker
2020-44,1979365420,5135473.159847443,269064646.3715673,maker
2020-43,1962440438,5150897.498622011,271006167.56669134,maker
2020-43,2014763438,5236007.791262766,273716673.51399976,maker
2020-43,2033476974,5240514.841635956,301264236.07074344,maker
2020-43,2110012143,5259252.599700897,323462909.453061,maker
2020-43,2077829181,5283601.640136297,331538602.9774457,maker
2020-43,2116839292,5212862.716706068,334440245.97683954,maker
2020-43,2128177354,5199807.843041439,337562554.0474483,maker
2020-42,2132229322,5221572.96926656,340971087.69406927,maker
2020-42,2096399515,5079102.398546335,316015239.3463928,maker
2020-42,2062949829,5302531.3687186735,302515090.622257,maker
2020-42,1960003672,5341191.606714629,296591547.3561,maker
2020-42,1972591032,5224299.570951851,287548559.1566436,maker
2020-42,1959108669,5200713.217414388,293743569.8832976,maker
2020-42,1937514585,5257413.4670176115,292837868.50943995,maker
2020-41,1928598277,5278624.581234946,291864691.926767,maker
2020-41,1951465486,5221871.1995932665,291330427.2670157,maker
2020-41,1966279452,5212829.936373277,293273688.91303664,maker
2020-41,1983843850,5221191.309611538,291219985.5074005,maker
2020-41,1972657498,5130315.201165119,275213617.05403465,maker
2020-41,1938471159,5189321.801632981,274170875.91032547,maker
2020-41,1912504569,5168093.198400259,267777987.2648673,maker
2020-40,1890049569,5177934.274834257,268247701.72870103,maker
2020-40,1833516456,5221759.621792499,267108508.05104345,maker
2020-40,1798535129,5270123.740733144,263505097.04100063,maker
2020-40,1819366587,5328042.249685184,267381652.44168657,maker
2020-40,1825904653,5183841.958379468,253211077.570878,maker
2020-40,1841154210,5218543.153538732,255489189.08416376,maker
2020-40,1824414270,5252682.664900815,253425486.23252383,maker
2020-39,1824978689,5260062.513330451,251573284.92172745,maker
2020-39,1844746350,5206882.356261819,256668139.62912515,maker
2020-39,1924414076,5327540.21372017,280214577.13410383,maker
2020-39,1938817348,5381268.833439729,279170220.21259224,maker
2020-39,1924622303,5418113.571870953,277883781.08346456,maker
2020-39,1952477404,5452172.248750384,280143448.3217201,maker
2020-39,1955466614,5490570.304646919,283589655.453469,maker
2020-38,1937931153,5460960.782821879,287778043.05438155,maker
2020-38,1915059015,5463480.015405683,284773595.612177,maker
2020-38,1820623164,5586447.266032525,267191080.22088408,maker
2020-38,1805555239,5211740.09640919,238932843.29173344,maker
2020-38,1769564916,5170235.832408112,228855143.341523,maker
2020-38,1804710240,4849025.310333708,208050319.89325693,maker
2020-38,1790329371,4642127.650582104,179281843.78308845,maker
2020-37,1680511887,4361906.940587121,160536747.27637923,maker
2020-37,1597965976,4105876.2455356005,142445493.12005776,maker
2020-37,1478608118,4046878.829679503,141990868.10767108,maker
2020-37,1486139934,4070835.549346701,111100562.6856338,maker
2020-37,1454540236,3844430.384564556,113217587.8926126,maker
2020-37,1386654507,3754310.2937593055,139792976.67040458,maker
2020-37,1441197229,3691307.606997413,137965199.2903684,maker
2020-36,1385208445,3679661.1635011286,132774580.09342878,maker
2020-36,1362573839,3674587.629783447,135846085.96366423,maker
2020-36,1291614205,3648833.846545002,145298317.3273105,maker
2020-36,1238171630,3655442.9322154,129529990.6396785,maker
2020-36,1292206553,3659605.07788162,140914230.76073304,maker
2020-36,1287614423,3621370.29755878,133506108.76672292,maker
2020-36,1283826589,3799315.169719748,144135677.34044832,maker
2020-35,1418790675,3650937.122050385,149154707.63130656,maker
2020-35,1452413798,3743816.98156979,167173251.96871546,maker
2020-35,1550099656,3516639.7967286007,166705825.09239686,maker
2020-35,1599333502,3378754.6255413536,175564602.57862532,maker
2020-35,1487709647,3427665.4770407584,188527131.87971282,maker
2020-35,1475561772,3442426.6797312438,187213385.88425204,maker
2020-35,1421459273,3540371.788293898,196404472.7325128,maker
2020-34,1437448237,3621232.4902380663,204778087.075361,maker
2020-34,1397841654,3636803.137683422,202710443.3809729,maker
2020-34,1420711392,3655973.7313432833,212416456.2949773,maker
2020-34,1408663986,3648632.371529217,206043385.8124284,maker
2020-34,1450828811,3549515.1220824975,188318267.712403,maker
2020-34,1420018732,3626937.9137719674,215216136.67339283,maker
2020-34,1435819926,3630942.560186122,214105529.0170888,maker
2020-33,1400516853,3606790.7622971926,211811603.98391202,maker
2020-33,1468198563,3529153.797894332,211329946.81042647,maker
2020-33,1418461405,3480459.833149307,197688836.9069319,maker
2020-33,1469210595,3462587.7188847773,194628489.4906205,maker
2020-33,1497795630,3475244.506833105,205682145.1110456,maker
2020-33,1474444519,3443435.2016628133,201674715.66628882,maker
2020-33,1474144037,3417116.4510894762,194860339.41150704,maker
2020-32,1494288348,3430492.775316238,199750521.62220168,maker
2020-32,1538341733,3651416.4087348683,245387229.99012628,maker
2020-32,1441927394,3720238.896772362,253447717.91234776,maker
2020-32,1426861667,3759053.867432425,252431020.25377333,maker
2020-32,1460289069,3695250.4403056833,250005160.12350544,maker
